2021-12-02,"#tutuplapak galau uang yg diserap dari hasil ipo buat apaan lagi!  #goto ipo soon  Bukalapak Ingin Mengubah Alokasi Dana IPO Rp 7,23 Triliun, Diantaranya Untuk Akuisisi https://t.co/KzGeGTYG3K @KontanNews"
2021-12-01,Sneakers- Skincare- Makeup ku banyak sih yang online.... Bahkan elektronik juga💆🏻‍♀️  Aku cinta GoTo.... kapan IPO? https://t.co/j9l3zjQMmO https://t.co/bLR7T2bqst
2021-12-01,Tunggu goto ipo aja kayaknya main saham 🤭
2021-11-30,"Dlm dunia bisnis ga selalu 1+1=2, nilai valuasi gojek 18million usd sedangkan tokopedia 10million usd dengan hasil 30million usd atau setara 450trilliun, nilai ini akan lebih ketika nnt sudah listing IPO/Tbk &amp; jadi perusahaan 3 besar market cap di indonesia ngeri kan he he he"
2021-11-30,"Ternyata ada yg nyangkut di saham bukalapak, padahal alasan IPOnya bayar utang bukan ekspansi. Bisa jadi, tahun depan setelah Goto IPO dan perusahaan teknologi lainnya, bakal kejadian bubble dot com kek tahun 2001.  Lucunya, di US kejadian 2001, di kita 2022."
2021-11-30,ngalahin goto dong buat IPO https://t.co/XOA7XWQDHm
2021-11-30,Akumulasi Besar Pemilik Taksi Blue Bird (BIRD) Jelang IPO GoTo https://t.co/2vrbD3TxXm
2021-11-30,Akumulasi Besar Pemilik Taksi Bluebird (BIRD) Jelang IPO GoTo https://t.co/MLuwBNyclL
2021-11-30,"Dlm dunia bisnis ga selalu 1+1=2, nilai valuasi gojek 18million usd sedangkan tokopedia 10million usd dengan hasil 30million usd atau setara 450trilliun, nilai ini akan lebih ketika nnt sudah listing IPO/Tbk &amp; jadi perusahaan 3 besar market cap di indonesia ngeri kan he he he"
2021-11-29,Udah siap melantai di bursa nih kayanya $GOTO https://t.co/LPD4R6ZxT7
2021-11-28,Mudah2 an nanti gojek + tokped = $goto kalo uda IPO saham nya ga anjlok gini https://t.co/FgpbefRKrj
2021-11-28,Mudah2 an nanti gojek + tokped = $goto kalo uda IPO saham nya ga anjlok gini https://t.co/FgpbefRKrj
2021-11-28,Mudah2 an nanti gojek + tokped = $goto kalo uda IPO saham nya ga anjlok gini https://t.co/FgpbefRKrj
2021-11-28,Mudah2 an nanti gojek + tokped = $goto kalo uda IPO saham nya ga anjlok gini https://t.co/FgpbefRKrj
2021-11-27,Harga ipo GOTO bakal anjlok nih https://t.co/fnOGcgOQsi
2021-11-27,Alokasi reksadana bulan ini dialihkan ke goto yang katanya mau ipo akhir taun  Im readyyyy ~~
2021-11-26,banyak duitnya. kabar goto mau ipo di idx aja market capnya lebih gede dari telkom. if im not wrong kl beneran jd ipo mrk masuk top 5 market cap di idx https://t.co/wJTXFgy3Co
2021-11-25,"Belum IPO, Telkom Sudah Untung Rp350 Miliar dari Gojek https://t.co/4MMbythwSE  |Baca juga: Produsen Bantex IPO, Segini Dana yang Mereka Dapat https://t.co/HNKVBFt7sv  |Baca juga: Depo Bangunan IPO, Ini Strategi Bisnisnya https://t.co/9pyO6Ts4gI"
2021-11-25,Fix beli saham $GOTO nih..  Soalnya Tokopedia Indonesia K-Pop Award niat banget wkwk
2021-11-25,"Ga kaget kalo GoTo IPO, bangtan sama bp ngucapin selamat buat iponya. Orang pas merger aja mereka bisa buat BA mereka ngucapin selamat kok wkwkw"
2021-11-25,investornya goto ngeri habis ini ipo lg👍🏻 https://t.co/CwIFCgWobu
2021-11-25,gak kebayang nilainya goto waktu ipo nantii 🥲
2021-11-25,"Ayo ngumpulin modal, biar pas goto masuk IPO bisa beli 🥲🥲"
2021-11-25,summative econ sekarang tp GoTo baru ipo awal tahun depan :/
2021-11-25,KEREN BGT DAH TOKPED SJFJSJDKKSK BISA NGUNDANG BANYAK BGT ARTIS  YUK IPO BISA YUK🙏🙏🙏🙏🙏
2021-11-23,kapan IPO? mau beli saham goto biar serasa memiliki BTS eaaa https://t.co/HJuZVQNJjT
2021-11-23,IPO GoTo jadi booster IHSG kedepan  https://t.co/xVbDgaGE63  #saham #GoTo #yuknabungsaham https://t.co/hZfPgBgu2F
2021-11-22,Lumayan dpt saham GoTo sebelum IPO @2perak. Ga tau pas udah go public jd brapa haha
2021-11-22,"Ga kebayang GOTO nanti, secara market capnya bakalan ngalahin rekor MTEL dan BUKA, ditambah yg pesan pasti banyak ritel apalagi kalo di endorse dan dibuat trending topic pas jadwal ipo nanti wkwk shm! https://t.co/zU2chcpJos"
2021-11-21,imagine nya ntar aja tunggu goto IPO https://t.co/cYknuVMuGZ
2021-11-20,Menyambut $GOTO dan (kemungkinan) Traveloka? https://t.co/EA1PAgcPno
2021-11-18,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/27GnoT1uxc"
2021-11-18,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/ekU2RByEB9"
2021-11-18,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/D2d7QK7QLm"
2021-11-18,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/27GnoT1uxc"
2021-11-18,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/ekU2RByEB9"
2021-11-18,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/D2d7QK7QLm"
2021-11-18,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/27GnoT1uxc"
2021-11-18,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/ekU2RByEB9"
2021-11-18,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/D2d7QK7QLm"
2021-11-17,"Yang berkaitan data, internet, maupun teknologi, akan naik lagi saat 5G sudah murni diterapkan ditambah dengan GoTo IPO.  YELO 800an LMAS 500an  Hanya bunga tidur."
2021-11-16,"Keren sih, udah kebayang emang kalo tokped sama gojek itu merger bakalan IPO di marketcap paling enggak yaa ngedeketin saham bluechip,   Emang startup unicorn indonesia tuh keren-keren, bisa diliat dari gojek yg cuma butuh 2 tahun tiba-tiba berubah jadi decacorn 😮‍💨 https://t.co/6J9Ute6aTu"
2021-11-16,Ancang-Ancang IPO GoTo dan Kode Emtek hingga Aturan IPO Unicorn https://t.co/cyxjVd8vmS
2021-11-16,"Initial Public Offering (IPO) GoTo menjadi perhatian investor. Bahkan menjelang rencana penjualan saham perdana pada awal 2022, sejumlah investor global justru memilih menanamkan investasinya sebelum IPO"
2021-11-16,"Susul GoTo, Emtek (EMTK) Dukung Anak Usaha yang Mau IPO https://t.co/XCQX7PWFkQ"
2021-11-16,Besarnya minat investor global sebelum IPO GoTo selaras dengan besarnya potensi bisnis ekosistem digital yang terus berkembang. https://t.co/0xYPHsJMFG
2021-11-16,GoTo dikabarkan akan IPO!  Menurut kamu gimana dengan strategi GoTo yang melakukan IPO tanpa skema Lock Up Saham?   Fadia Belanda Wayang Kulit Court 1 #rose Made in Indonesia Sintang https://t.co/IbjQD8znOg
2021-11-16,"Menanti IPO GoTo, BEI Finalisasi Aturan Multiple Voting Share https://t.co/x3YPk20Vn4"
2021-11-16,Yang nyangkut bukalapak  Hold sampai GoTo IPO
2021-11-16,will tokopedia ipo
2021-11-16,"Keren sih, udah kebayang emang kalo tokped sama gojek itu merger bakalan IPO di marketcap paling enggak yaa ngedeketin saham bluechip,   Emang startup unicorn indonesia tuh keren-keren, bisa diliat dari gojek yg cuma butuh 2 tahun tiba-tiba berubah jadi decacorn 😮‍💨 https://t.co/6J9Ute6aTu"
2021-11-15,"Pompom IPO GoTo ini ngeri sih, lebih agresif dari ANTM pas isu Tesla mau masuk ke Indonesia. Siap siap nggak dapet barang murah hahaha"
2021-11-15,"Hi Ideafams! Menjelang IPO ini, GoTo mendapatkan suntikan dana dari investor senilai US$ 1,3 Miliar atau setara dengan Rp 18,48 Triliun @gojekindonesia @tokopedia #saham #TokopediaXSECRETNUMBER #TokopediaWIB  https://t.co/kRn5apto6p"
2021-11-15,"(Bisa Jadi Nomor 3 Setelah BCA dan BRI, MI Bakal Borong IPO GoTo) https://t.co/2QWa66p8H4  #shopee #racunshopee #ootd  Biasanya untuk penawaran umum dengan emisi jumbo akan melibatkan perusahaan sekuritas dari luar negeri untuk menjangkau ... https://t.co/RO67RZCFEu https://t.co/kESAV4cqhK"
2021-11-15,"Bisa Jadi Nomor 3 Setelah BCA &amp; BRI, MI Bakal Borong IPO GoTo https://t.co/c9UzMtSerG"
2021-11-15,"Hi Ideafams! Menjelang IPO ini, GoTo mendapatkan suntikan dana dari investor senilai US$ 1,3 Miliar atau setara dengan Rp 18,48 Triliun @gojekindonesia @tokopedia #saham #TokopediaXSECRETNUMBER #TokopediaWIB  https://t.co/kRn5apto6p"
2021-11-14,Kabar pencatatan saham perdana atau IPO GoTo menjadi salah satu perhelatan yang ditunggu-tunggu sejak Gojek dan Tokopedia resmi merger pada akhir Mei 2021 lalu. https://t.co/rNlbG9tGA4
2021-11-14,Kabar pencatatan saham perdana atau IPO GoTo menjadi salah satu perhelatan yang ditunggu-tunggu sejak Gojek dan Tokopedia resmi merger pada akhir Mei 2021 lalu. https://t.co/rNlbG9tGA4
2021-11-14,Shm! Ipo Goto perkiraan bulan apa ya.
2021-11-14,Nabung tiap bulan skrg biasanya larinya ke crypto. Mungkin klo GOTO IPO bkal move nabung saham GOTO sepertinya 🤔
2021-11-14,"Bursa saham kian semarak dengan kehadiran unicorn. Setelah Bukalapak, investor kini menanti penjualan saham perdana (IPO) GoTo dan beberapa unicorn lain menyusul. Apa saja yang perlu dipahami investor? #AnalisisData   https://t.co/H1pqbvsybU"
2021-11-14,Kabar pencatatan saham perdana atau IPO GoTo menjadi salah satu perhelatan yang ditunggu-tunggu sejak Gojek dan Tokopedia resmi merger pada akhir Mei 2021 lalu. https://t.co/rNlbG9tGA4
2021-11-13,Goto kl ipo tp promonya tetep gt-gt aja parah sih
2021-11-13,"GOTO mau IPO saham-saham yg terafiliasi wajib pantau sih karena cenderung bakal digoreng-goreng  Notice buat Short-term aja ya, bukan Long-term  karena punya Fundamental yg ngga bagus 😁👍  https://t.co/31hu5ZI54T"
2021-11-13,"Bursa saham kian semarak dengan kehadiran unicorn. Setelah Bukalapak, investor kini menanti penjualan saham perdana (IPO) GoTo dan beberapa unicorn lain menyusul. Apa saja yang perlu dipahami investor? #AnalisisData   https://t.co/H1pqbvsybU"
2021-11-12,"Pagiku cerahku, matahari bersinar☀️😻   Grup Gojek-Tokopedia ($GOTO) rampungkan penggalangan dana pertama pra-IPO dengan meraih lebih dari 1,3 miliar dolar AS atau sekitar 18,6 triliun rupiah. Berpotensi jadi emiten dengan IPO terbesar di BEI. *Langsung bandingin sama $BUKA🙏🏻 https://t.co/9R5Wc8AyfC"
2021-11-12,"Grup Gojek-Tokopedia ( $GOTO ) rampungkan penggalangan dana pertama pra-IPO dengan meraih lebih dari 1,3 miliar dolar AS atau sekitar 18,6 triliun rupiah. Dana itu diperoleh dari sederet investor, yakni Abu Dhabi Investment Authority (ADIA), Avanda Investment Management, Fidelity https://t.co/aJkf87TnNg"
2021-11-12,"The real sultan. Line up udah kaya serbuk berlian, trus ipo goto mau pecahin rekor juga... aaa online hug buat minto sayang @tokopedia 💜💜 https://t.co/mAkaUhTd86"
2021-11-12,GoTo kapan iPO sih...?
2021-11-12,"GoTo dkk Antre IPO, Sinyal Indeks Sektor Teknologi Makin Kencang? https://t.co/vlxvlCQDPf"
2021-11-12,Jelang IPO GOTO saham2 yang ada hubungan sama mereka wajib dipantauu sih 🤔
2021-11-12,Keren ! Start up GoTo berhasil raih Rp.186 T berkat galang dana pra IPO https://t.co/K4W5l9ofwE
2021-11-12,"GoTo Raih Dana Rp18,5 Triliun, IPO Bakal Pecah Rekor? https://t.co/SuKVSgJ04y"
2021-11-12,"Kepincut IPO, Apa yang Mau Dicapai GoTo? #uzoneID #startup #elektronik https://t.co/2t8nZtRm96"
2021-11-12,"Jelang IPO, GoTo Kantongi Pendanaan Rp 18,5 Triliun https://t.co/mchBek0ovp"
2021-11-12,"Market Bites: Jelang IPO, GoTo Raih Kucuran Modal Rp 18,48 T https://t.co/LThaLmrscY"
2021-11-12,Speechless 😭 anyway aku tunggu IPO untuk GoTo 🤩 ~~ https://t.co/i6le1Z56UY
2021-11-12,"Mau IPO, GoTo Sudah Kumpulkan Rp18,5 Triliun #uzoneID #startup #elektronik https://t.co/h2J46TCFgR"
2021-11-12,"Pagiku cerahku, matahari bersinar☀️😻   Grup Gojek-Tokopedia ($GOTO) rampungkan penggalangan dana pertama pra-IPO dengan meraih lebih dari 1,3 miliar dolar AS atau sekitar 18,6 triliun rupiah. Berpotensi jadi emiten dengan IPO terbesar di BEI. *Langsung bandingin sama $BUKA🙏🏻 https://t.co/9R5Wc8AyfC"
2021-11-12,"GoTo fokus menumbuhkan jumlah pelanggan, perluasan jasa pembayaran dan penawaran layanan keuangan. @gojekindonesia #IPO #GoTo #Validnews https://t.co/idmKye0jKl"
2021-11-12,"GoTo Raih Pendanaan Senilai US$1,3 Miliar Jelang IPO https://t.co/otTDwetSGJ"
2021-11-12,"Menjelang IPO, GoTo Group mengamankan pendanaan US$ 1,3 miliar (Rp 18,5 triliun) dari investor.  Selengkapnya: 👇 #GoTo https://t.co/4PqAiHxZn8"
2021-11-12,GOTO kayaknya mau ipo kalo acara indonesia kpop music award 2021 udah selesai. Wkwkw okeee
2021-11-12,"GoTo Raup Investasi USD1,3 Miliar Sebelum IPO https://t.co/iJEyqFNgRo"
2021-11-12,will tokopedia ipo
2021-11-12,"The real sultan. Line up udah kaya serbuk berlian, trus ipo goto mau pecahin rekor juga... aaa online hug buat minto sayang @tokopedia 💜💜 https://t.co/mAkaUhTd86"
2021-11-12,"Pagiku cerahku, matahari bersinar☀️😻   Grup Gojek-Tokopedia ($GOTO) rampungkan penggalangan dana pertama pra-IPO dengan meraih lebih dari 1,3 miliar dolar AS atau sekitar 18,6 triliun rupiah. Berpotensi jadi emiten dengan IPO terbesar di BEI. *Langsung bandingin sama $BUKA🙏🏻 https://t.co/9R5Wc8AyfC"
2021-11-11,"(Jelang IPO, GoTo Dapat Suntikan Rp 18,46 T) https://t.co/2QWa66p8H4  #shopee #racunshopee #ootd  Investor lainnya diharapkan untuk selanjutnya bergabung ke dalam putaran penggalangan dana pra-IPO menjelang penutupan akhir di beberapa... https://t.co/MAJCYbQIIu https://t.co/tzFtiyBkKW"
2021-11-11,wah looks like goto bentar lagi mau IPO... https://t.co/Wi6f5bJ0xU
2021-11-11,"💰 Jelang IPO, GoTo Raih Dana $1,3Miliar https://t.co/2bFB6iN2cn"
2021-11-11,Abis pra ipo goto dapet dana 18Triliyun makin makin gue liat2 wkwkwk
2021-11-11,"Jelang IPO, GoTo Dapat Suntikan Rp 18,46 T https://t.co/SeP8rt1loE"
2021-11-11,"Jelang IPO, GoTo Galang Dana US$1,3 Miliar dari Investor Luar Negeri https://t.co/8uOorQhzcw"
2021-11-11,"GoTo sebut Berhasil Raih Rp 18,6 Triliun pada Penggalangan Dana Pra IPO https://t.co/P1KmCKU9V5"
2021-11-11,"GoTo Kantongi Rp18,5 T dari Temasek, Google, Dkk Jelang IPO"
2021-11-11,"GoTo Kantongi Rp18,5 T dari Temasek, Google, Dkk Jelang IPO https://t.co/fbrkSOEBn6"
2021-11-10,"Dibayangi Sengketa Merek, Bagaimana Nasib Rencana IPO GoTo? https://t.co/aWT0zqFLbA"
2021-11-10,"Gugatan Merek GoTo, Pengamat: Bisa Pengaruhi Rencana IPO - https://t.co/IQsK7xeTXZ https://t.co/B7aAeZg7iG"
2021-11-10,"GoTo belum IPO udah kena tuntut aja, gue kek ""anjir mikir 2x nih jadinya"". Bener bener pengen invest ke saham yg IPO soalnya"
2021-11-10,"Padahal satu2nya kepastian itu dari Tuhan. Bukalapak aja IPO nya gagal. Kalau ada yang bilang begini pasti entah dia disuruh jualan atau emang dapet....  Perusahaan Digital Magnet bagi Investor, Valuasi IPO GoTo USD40 Miliar Mudah Dicapai https://t.co/icqfXvwRbd via @medcom_id"
2021-11-10,"Gugatan Merek GoTo, Pengamat: Bisa Pengaruhi Rencana IPO https://t.co/OzXtbxvKnk"
2021-11-09,Dua manajer investasi menjual saham Bukalapak https://t.co/FDZqobPBdl —&gt; goto juga mesti diwaspadai sih klo investor lama sdh harus keluar artinya IPO nya adlh upaya “cuci piring”.
2021-11-09,Fokus ke hashtagnya  Apakah mbak ini nungguin IPO GoTo? https://t.co/StBzBYi9hF
2021-11-09,"Bursa saham kian semarak dengan kehadiran unicorn. Setelah Bukalapak, investor kini menanti penjualan saham perdana (IPO) GoTo dan beberapa unicorn lain menyusul. Apa saja yang perlu dipahami investor? #AnalisisData   https://t.co/H1pqbvsybU"
2021-11-08,"Bursa saham kian semarak dengan kehadiran unicorn. Setelah Bukalapak, investor kini menanti penjualan saham perdana (IPO) GoTo dan beberapa unicorn lain menyusul. Apa saja yang perlu dihapami investor? #AnalisisData https://t.co/H1pqbvsybU"
2021-11-08,"Bukan GoTo, Calon Emiten Teknologi Ini Mau IPO Bulan Depan https://t.co/kz6hAANukB"
2021-11-07,"BANSOS JILID I aja belum kelar, bakal ada BANSOS JILID II, hasil korupsi (sebagian kecil dibelikan saham $BUKA (Bukalapak)) ntar buat beli saham $GOTO (Gojek-Tokopedia). Ntar ditambah korupsi LAPTOP MERAH PUTIH https://t.co/DomzRouwHE"
2021-11-06,"Gw bahkan ga perlu nunggu hasil roadshow pra IPO Gojek-Tokped, pasti valuasi harga lebih overpriced daripada Bukalapak. Ini kan merger e-commerce &amp; sharing new economy super apps.. Gofood itu udah profit beda dgn Buka"
2021-11-06,"Gw bahkan ga perlu nunggu hasil roadshow pra IPO Gojek-Tokped, pasti valuasi harga lebih overpriced daripada Bukalapak. Ini kan merger e-commerce &amp; sharing new economy super apps.. Gofood itu udah profit beda dgn Buka"
2021-11-05,$BUKA NEXT TARGET adalah $GOTO (apalagi nanti $GOTO duitnya berasal dr KORUPSI BANSOS JILID II &amp; KORUPSI LAPTOP MERAH PUTIH🙊) https://t.co/THT4Hl7v7b https://t.co/pshHxoYKne
2021-11-05,"gils terakhir skripsian cuma 6 sekarang udah 2x lipatnya, bukalapak udah ipo, goto nyusul tahun depan. ngeri juga startup ye https://t.co/bF3hFHCv5y"
2021-11-03,"Beli barang di Tokped kalo dapet cashback, langsung di convert ke GoPay Coins. Damn ini keren sih, bisa dipakai buat transaksi di app Gojek juga. Fix kalo GoTo IPO langsung investasi."
2021-11-03,"Bukalapak meraup Rp 21,9 triliun lewat IPO di BEI pada Agustus. Setidaknya ada tujuh startup yang bersiap menyusul, termasuk Gojek, Warung Pintar, dan Traveloka.  https://t.co/sO3CVDcgdI"
2021-11-03,"Beli barang di Tokped kalo dapet cashback, langsung di convert ke GoPay Coins. Damn ini keren sih, bisa dipakai buat transaksi di app Gojek juga. Fix kalo GoTo IPO langsung investasi."
2021-11-03,"Beli barang di Tokped kalo dapet cashback, langsung di convert ke GoPay Coins. Damn ini keren sih, bisa dipakai buat transaksi di app Gojek juga. Fix kalo GoTo IPO langsung investasi."
2021-11-02,i wish unicorn like Gojek and Tokopedia masuk IPO
2021-11-02,Goto jadi ipo kagak sih?
2021-11-02,Starap yang mau IPO tea...  https://t.co/NoiI9Chx7r  Selamat merknya sudah terdaftar @tokopedia @gojekindonesia
2021-11-02,i wish unicorn like Gojek and Tokopedia masuk IPO
2021-11-01,Rencana IPO GoTo Berdampak Positif pada Pasar Modal  https://t.co/hrBYRPyjJ1 https://t.co/gkzzpvPgIB
2021-10-31,siapin cash dari sekarang buat $GOTO
2021-10-31,Semoga listing  $GOTO gak bernasib seperti ipo $BUKA https://t.co/sXr2laxmpn
2021-10-31,Semoga listing  $GOTO gak bernasib seperti ipo $BUKA https://t.co/sXr2laxmpn
2021-10-30,"(DS Trending) Menjelang IPO, valuasi GoTo ditaksirkan capai Rp403 triliun. https://t.co/JHebsvrPPp"
2021-10-30,will tokopedia ipo
2021-10-29,Pagi hari di Weekend dibuka kabar baik... Rencana IPO GoTo berdampak positif pada pasar modal... @kurawa https://t.co/WNyneMh77K
2021-10-29,GoTo Menuju IPO: Perbedaan IPO dan Listing serta Manfaatnya https://t.co/aJV3GuUFFk
2021-10-29,GoTo Menuju IPO: Perbedaan IPO dan Listing serta Manfaatnya https://t.co/MPjLSS0VwC
2021-10-28,GoTo kapan IPO sih
2021-10-28,Target november sampe desember nabung demi beli saham ipo goto 🙏
2021-10-27,Gojek berencana gencar ekspansi ke luar negeri. Decacorn ini juga menargetkan bisa IPO tahun depan.  https://t.co/z6kRV8RHeU
2021-10-27,"Gojek Genjot Transaksi Sebelum IPO, Luncurkan Inovasi 3 Layanan https://t.co/ZyCiMxjnyc"
2021-10-27,"Gojek meluncurkan sejumlah inovasi baru pada tiga lini bisnis utama yakni GoFood, taksi dan ojek online, serta logistik. Ini dilakukan saat decacorn itu berencana IPO tahun depan.  https://t.co/qSvo851oBM"
2021-10-27,Rencana Ambisius GoTo Group Jelang IPO https://t.co/7TLqSUiFmp
2021-10-27,"Mau IPO, GoTo Group Dekati Investor Ritel di Bursa RI https://t.co/ZN6ZkB2TWp"
2021-10-27,shm! goto ipo kapan sihh
2021-10-26,GoTo mau IPO anjay akhirnya
2021-10-26,Masuknya dana segar menjelang IPO membuat valuasi bisnis GoTo terus melambung tinggi. Siapa yang bakal diuntungkan? https://t.co/y5EoECIgJY
2021-10-26,"Valuasi bisnis Grup GoTo diperkirakan mencapai US$ 30 miliar atau Rp 424,01 triliun sebelum proses IPO pada awal tahun depan.  https://t.co/NXpZDh8La0"
2021-10-26,Investor Diprediksi Mendulang Profit setelah IPO GoTo https://t.co/YjuYRMj7mM
2021-10-26,"Menjelang IPO, Valuasi GoTo Ditaksirkan Capai 403 Triliun Rupiah https://t.co/jfw3fUWSLE #Terbaru #video #403 #berita"
2021-10-26,"Menjelang IPO, Valuasi GoTo Ditaksirkan Capai 403 Triliun Rupiah https://t.co/JHebsvaeqP"
2021-10-26,IPO GoTo diperkirakan terjadi tahun depan https://t.co/S1mH1u1PVr
2021-10-26,"Mau IPO, GoTo Group Dekati Investor Ritel di Bursa RI https://t.co/TXg6Lt3ySC"
2021-10-25,Suntikan ADIA Tolak Ukur Sukses IPO GoTo https://t.co/ihVukLhmnt
2021-10-25,Analis: Dana Segar Jelang IPO Menguntungkan Bagi GoTo Group https://t.co/CiQH5tz8Sv
