2021-12-09,Negative,Apakah ada yang tau bahwa $GOTO dkk sudah bisa bikin untung. #BeliBUKA https://t.co/MbktUajhsb,goto dan kawan-kawan bikin untung
2021-12-07,Negative,"kadang bias berargumen antara digital bank sama Bukalapak.. BUKA turun argumennya krn valuasi kemahalan, lah valuasi digital bank apa kabar? ini Bukalapak udh -50% dari harga IPO kira2 GoTo jiper gak yee.. tau2 gajadi IPO",kadang bias berargumen digital bank bukalapak buka turun argumennya valuasi kemahalan valuasi digital bank kabar bukalapak udh harga ipo goto jiper yee gajadi ipo
2021-12-07,Positive,will tokopedia ipo,will tokopedia ipo
2021-12-06,Positive,"Bgmana kalo below 400, bro apakah menarik ❓ tp maybe kembali ambyar ketika mendekati IPO GOTO 😁😁 https://t.co/rWPtTLi1ch",bgmana below saudara laki-laki menarik maybe ambyar mendekati ipo goto
2021-12-06,Positive,Gojek tokopedia jadi pake nama goto ga sih buat ipo,gojek tokopedia pakai nama goto sih ipo
2021-12-04,Negative,"Resmi IPO di AS, Persaingan Grab dan Gojek Kian Sengit - https://t.co/IQsK7xeTXZ https://t.co/gtiEUoBWbT",resmi ipo as persaingan grab gojek kian sengit
2021-12-04,Positive,Gojek gak mau IPO juga? Buruan daaahhh.,gojek ipo buruan daaahhh
2021-12-04,Positive,"menarik nih thread ini. IPO nya grab ini kan kayak long-awaited curiosities sejak 2014 gitu yg kayak ""emang grab/gojek untung ya?? gmn sih struktur profitnya?? Grabfood/Grabcar yg lebih nganu??"" How time flies. Skrg udah terang benderang begini https://t.co/C2Bt4jxopo",menarik thread ipo grab kayak long awaited curiosities gitu kayak emang grab gojek untung iya gmn sih struktur profitnya grabfood grabcar nganu how time flies skrg terang benderang
2021-12-03,Negative,"Grab IPO di bursa AS, bisa jadi tolak ukur nih walau nggak secara keseluruhan peer to peer dengan Gojek di Indonesia yang sudah juga ada di beberapa negara. https://t.co/HCZ6qFOIx3",grab ipo bursa as tolak ukur peer to peer gojek indonesia negara
2021-12-03,Negative,"Resmi IPO di AS, Persaingan Grab dan Gojek Kian Sengit https://t.co/xR1b0o5fbe",resmi ipo as persaingan grab gojek kian sengit
2021-12-03,Positive,"IPO Grab sukses, smoga IPO GOTO juga sukses. https://t.co/L7MfbxzePJ",ipo grab sukses smoga ipo goto sukses
2021-12-02,Negative,"$grab sdh melantai di Nasdaq.   Wifey slalu pake grabfood. Suaminya kudu jd shareholder grab. 😎  Nanti $goto melantai di Nasdaq, ceritanya akan sama.   Gmn dgn Bukalapak yg melantai di BEI? No, i dont have a single stock.",grab sdh melantai nasdaq wifey slalu pakai grabfood suaminya shareholder grab goto melantai nasdaq ceritanya gmn bukalapak melantai bei no dont have single stock
2021-12-02,Positive,"#tutuplapak galau uang yg diserap dari hasil ipo buat apaan lagi!  #goto ipo soon  Bukalapak Ingin Mengubah Alokasi Dana IPO Rp 7,23 Triliun, Diantaranya Untuk Akuisisi https://t.co/KzGeGTYG3K @KontanNews",galau uang diserap hasil ipo ipo soon bukalapak mengubah alokasi dana ipo rp triliun akuisisi
2021-12-01,Positive,Sneakers- Skincare- Makeup ku banyak sih yang online.... Bahkan elektronik juga💆🏻‍♀️  Aku cinta GoTo.... kapan IPO? https://t.co/j9l3zjQMmO https://t.co/bLR7T2bqst,sneakers skincare makeup ku sih online elektronik cinta goto ipo
2021-12-01,Positive,Tunggu goto ipo aja kayaknya main saham 🤭,tunggu goto ipo kayaknya main saham
2021-11-30,Negative,"Dlm dunia bisnis ga selalu 1+1=2, nilai valuasi gojek 18million usd sedangkan tokopedia 10million usd dengan hasil 30million usd atau setara 450trilliun, nilai ini akan lebih ketika nnt sudah listing IPO/Tbk &amp; jadi perusahaan 3 besar market cap di indonesia ngeri kan he he he",dlm dunia bisnis nilai valuasi gojek million usd tokopedia million usd hasil million usd setara trilliun nilai nnt listing ipo tbk perusahaan market cap indonesia ngeri he he he
2021-11-30,Positive,ngalahin goto dong buat IPO https://t.co/XOA7XWQDHm,ngalahin goto ipo
2021-11-30,Positive,Akumulasi Besar Pemilik Taksi Blue Bird (BIRD) Jelang IPO GoTo https://t.co/2vrbD3TxXm,akumulasi pemilik taksi blue bird bird jelang ipo goto
2021-11-30,Positive,Akumulasi Besar Pemilik Taksi Bluebird (BIRD) Jelang IPO GoTo https://t.co/MLuwBNyclL,akumulasi pemilik taksi bluebird bird jelang ipo goto
2021-11-29,Negative,Udah siap melantai di bursa nih kayanya $GOTO https://t.co/LPD4R6ZxT7,melantai bursa kayaknya goto
2021-11-28,Positive,Mudah2 an nanti gojek + tokped = $goto kalo uda IPO saham nya ga anjlok gini https://t.co/FgpbefRKrj,mudah an gojek tokped goto uda ipo saham anjlok gini
2021-11-26,Positive,banyak duitnya. kabar goto mau ipo di idx aja market capnya lebih gede dari telkom. if im not wrong kl beneran jd ipo mrk masuk top 5 market cap di idx https://t.co/wJTXFgy3Co,duitnya kabar goto ipo idx market capnya gede telekomunikasi if im not wrong beneran ipo mrk top market cap idx
2021-11-25,Positive,"Belum IPO, Telkom Sudah Untung Rp350 Miliar dari Gojek https://t.co/4MMbythwSE  |Baca juga: Produsen Bantex IPO, Segini Dana yang Mereka Dapat https://t.co/HNKVBFt7sv  |Baca juga: Depo Bangunan IPO, Ini Strategi Bisnisnya https://t.co/9pyO6Ts4gI",ipo telekomunikasi untung rp miliar gojek baca produsen bantex ipo segini dana baca depo bangunan ipo strategi bisnisnya
2021-11-25,Positive,"Ga kaget kalo GoTo IPO, bangtan sama bp ngucapin selamat buat iponya. Orang pas merger aja mereka bisa buat BA mereka ngucapin selamat kok wkwkw",kaget goto ipo bangtan bp ngucapin selamat iponya pas merger ba ngucapin selamat wkwkw
2021-11-25,Negative,investornya goto ngeri habis ini ipo lg👍🏻 https://t.co/CwIFCgWobu,investornya goto ngeri habis ipo
2021-11-25,Positive,gak kebayang nilainya goto waktu ipo nantii 🥲,kebayang nilainya goto waktu ipo nantii
2021-11-25,Positive,summative econ sekarang tp GoTo baru ipo awal tahun depan :/,summative econ goto ipo tahun
2021-11-25,Positive,KEREN BGT DAH TOKPED SJFJSJDKKSK BISA NGUNDANG BANYAK BGT ARTIS  YUK IPO BISA YUK🙏🙏🙏🙏🙏,keren banget deh tokped sjfjsjdkksk ngundang banget artis yuk ipo yuk
2021-11-23,Negative,kapan IPO? mau beli saham goto biar serasa memiliki BTS eaaa https://t.co/HJuZVQNJjT,ipo beli saham goto biar serasa memiliki bts eaaa
2021-11-23,Positive,IPO GoTo jadi booster IHSG kedepan  https://t.co/xVbDgaGE63  #saham #GoTo #yuknabungsaham https://t.co/hZfPgBgu2F,ipo goto booster ihsg kedepan
2021-11-22,Negative,Lumayan dpt saham GoTo sebelum IPO @2perak. Ga tau pas udah go public jd brapa haha,lumayan saham goto ipo pas go public brapa tertawa
2021-11-22,Positive,"Ga kebayang GOTO nanti, secara market capnya bakalan ngalahin rekor MTEL dan BUKA, ditambah yg pesan pasti banyak ritel apalagi kalo di endorse dan dibuat trending topic pas jadwal ipo nanti wkwk shm! https://t.co/zU2chcpJos",kebayang goto market capnya ngalahin rekor mtel buka ditambah pesan ritel endorse trend topic pas jadwal ipo wkwk shm
2021-11-21,Positive,imagine nya ntar aja tunggu goto IPO https://t.co/cYknuVMuGZ,imagine tunggu goto ipo
2021-11-20,Positive,Menyambut $GOTO dan (kemungkinan) Traveloka? https://t.co/EA1PAgcPno,menyambut goto traveloka
2021-11-18,Negative,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/27GnoT1uxc",valuasi ipo goto gojek tokopedia mencapai us miliar telkomsel anak usaha telekomunikasi duluan investasi goto ipo telkomsel menikmati cuan
2021-11-18,Negative,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/ekU2RByEB9",valuasi ipo goto gojek tokopedia mencapai us miliar telkomsel anak usaha telekomunikasi duluan investasi goto ipo telkomsel menikmati cuan
2021-11-18,Negative,"Valuasi IPO GoTo (Gojek dan Tokopedia) mencapai US$ 40Miliar. Telkomsel, dong, anak usaha Telkom ini, udah duluan investasi di GoTo sebelum IPO. Dan Telkomsel menikmati cuan hingga 44%! https://t.co/D2d7QK7QLm",valuasi ipo goto gojek tokopedia mencapai us miliar telkomsel anak usaha telekomunikasi duluan investasi goto ipo telkomsel menikmati cuan
2021-11-17,Positive,"Yang berkaitan data, internet, maupun teknologi, akan naik lagi saat 5G sudah murni diterapkan ditambah dengan GoTo IPO.  YELO 800an LMAS 500an  Hanya bunga tidur.",berkaitan data internet teknologi murni diterapkan ditambah goto ipo yelo an lmas an bunga tidur
2021-11-16,Positive,Ancang-Ancang IPO GoTo dan Kode Emtek hingga Aturan IPO Unicorn https://t.co/cyxjVd8vmS,ancang ancang ipo goto kode emtek aturan ipo unicorn
2021-11-16,Negative,"Initial Public Offering (IPO) GoTo menjadi perhatian investor. Bahkan menjelang rencana penjualan saham perdana pada awal 2022, sejumlah investor global justru memilih menanamkan investasinya sebelum IPO",initial public offering ipo goto perhatian investor menjelang rencana penjualan saham perdana investor global memilih menanamkan investasinya ipo
2021-11-16,Positive,"Susul GoTo, Emtek (EMTK) Dukung Anak Usaha yang Mau IPO https://t.co/XCQX7PWFkQ",susul goto emtek emtk dukung anak usaha ipo
2021-11-16,Positive,Besarnya minat investor global sebelum IPO GoTo selaras dengan besarnya potensi bisnis ekosistem digital yang terus berkembang. https://t.co/0xYPHsJMFG,besarnya minat investor global ipo goto selaras besarnya potensi bisnis ekosistem digital berkembang
2021-11-16,Positive,GoTo dikabarkan akan IPO!  Menurut kamu gimana dengan strategi GoTo yang melakukan IPO tanpa skema Lock Up Saham?   Fadia Belanda Wayang Kulit Court 1 #rose Made in Indonesia Sintang https://t.co/IbjQD8znOg,goto dikabarkan ipo strategi goto ipo skema lock up saham fadia belanda wayang kulit court made in indonesia sintang
2021-11-16,Negative,"Menanti IPO GoTo, BEI Finalisasi Aturan Multiple Voting Share https://t.co/x3YPk20Vn4",ipo goto bei finalisasi aturan multiple voting share
2021-11-16,Negative,Yang nyangkut bukalapak  Hold sampai GoTo IPO,nyangkut bukalapak hold goto ipo
2021-11-15,Negative,"Pompom IPO GoTo ini ngeri sih, lebih agresif dari ANTM pas isu Tesla mau masuk ke Indonesia. Siap siap nggak dapet barang murah hahaha",pompom ipo goto ngeri sih agresif antm pas isu tesla indonesia barang murah hahaha
2021-11-15,Positive,"Hi Ideafams! Menjelang IPO ini, GoTo mendapatkan suntikan dana dari investor senilai US$ 1,3 Miliar atau setara dengan Rp 18,48 Triliun @gojekindonesia @tokopedia #saham #TokopediaXSECRETNUMBER #TokopediaWIB  https://t.co/kRn5apto6p",ideafams menjelang ipo goto suntikan dana investor senilai us miliar setara rp triliun
2021-11-15,Negative,"(Bisa Jadi Nomor 3 Setelah BCA dan BRI, MI Bakal Borong IPO GoTo) https://t.co/2QWa66p8H4  #shopee #racunshopee #ootd  Biasanya untuk penawaran umum dengan emisi jumbo akan melibatkan perusahaan sekuritas dari luar negeri untuk menjangkau ... https://t.co/RO67RZCFEu https://t.co/kESAV4cqhK",nomor bca bri mi borong ipo goto penawaran umum emisi jumbo melibatkan perusahaan sekuritas negeri menjangkau
2021-11-15,Negative,"Bisa Jadi Nomor 3 Setelah BCA &amp; BRI, MI Bakal Borong IPO GoTo https://t.co/c9UzMtSerG",nomor bca bri mi borong ipo goto
2021-11-14,Negative,Kabar pencatatan saham perdana atau IPO GoTo menjadi salah satu perhelatan yang ditunggu-tunggu sejak Gojek dan Tokopedia resmi merger pada akhir Mei 2021 lalu. https://t.co/rNlbG9tGA4,kabar pencatatan saham perdana ipo goto salah perhelatan ditunggu tunggu gojek tokopedia resmi merger mei
2021-11-14,Negative,Shm! Ipo Goto perkiraan bulan apa ya.,shm ipo goto perkiraan iya
2021-11-14,Positive,Nabung tiap bulan skrg biasanya larinya ke crypto. Mungkin klo GOTO IPO bkal move nabung saham GOTO sepertinya 🤔,nabung skrg larinya crypto goto ipo bkal move nabung saham goto
2021-11-14,Positive,"Bursa saham kian semarak dengan kehadiran unicorn. Setelah Bukalapak, investor kini menanti penjualan saham perdana (IPO) GoTo dan beberapa unicorn lain menyusul. Apa saja yang perlu dipahami investor? #AnalisisData   https://t.co/H1pqbvsybU",bursa saham kian semarak kehadiran unicorn bukalapak investor penjualan saham perdana ipo goto unicorn menyusul dipahami investor
2021-11-13,Negative,"GOTO mau IPO saham-saham yg terafiliasi wajib pantau sih karena cenderung bakal digoreng-goreng  Notice buat Short-term aja ya, bukan Long-term  karena punya Fundamental yg ngga bagus 😁👍  https://t.co/31hu5ZI54T",goto ipo saham saham terafiliasi wajib pantau sih cenderung digoreng goreng notice short term iya long term fundamental bagus
2021-11-12,Positive,"Pagiku cerahku, matahari bersinar☀️😻   Grup Gojek-Tokopedia ($GOTO) rampungkan penggalangan dana pertama pra-IPO dengan meraih lebih dari 1,3 miliar dolar AS atau sekitar 18,6 triliun rupiah. Berpotensi jadi emiten dengan IPO terbesar di BEI. *Langsung bandingin sama $BUKA🙏🏻 https://t.co/9R5Wc8AyfC",pagiku cerahku matahari bersinar grup gojek tokopedia goto rampungkan penggalangan dana pra ipo meraih miliar dolar as triliun rupiah berpotensi emiten ipo terbesar bei bandingin buka
2021-11-12,Positive,"Grup Gojek-Tokopedia ( $GOTO ) rampungkan penggalangan dana pertama pra-IPO dengan meraih lebih dari 1,3 miliar dolar AS atau sekitar 18,6 triliun rupiah. Dana itu diperoleh dari sederet investor, yakni Abu Dhabi Investment Authority (ADIA), Avanda Investment Management, Fidelity https://t.co/aJkf87TnNg",grup gojek tokopedia goto rampungkan penggalangan dana pra ipo meraih miliar dolar as triliun rupiah dana diperoleh sederet investor abu dhabi investment authority adia avanda investment management fidelity
2021-11-12,Positive,GoTo kapan iPO sih...?,goto ipo sih
2021-11-12,Negative,"GoTo dkk Antre IPO, Sinyal Indeks Sektor Teknologi Makin Kencang? https://t.co/vlxvlCQDPf",goto dan kawan-kawan antre ipo sinyal indeks sektor teknologi kencang
2021-11-12,Positive,Jelang IPO GOTO saham2 yang ada hubungan sama mereka wajib dipantauu sih 🤔,jelang ipo goto saham hubungan wajib dipantauu sih
2021-11-12,Positive,Keren ! Start up GoTo berhasil raih Rp.186 T berkat galang dana pra IPO https://t.co/K4W5l9ofwE,keren start up goto berhasil raih rp berkat galang dana pra ipo
2021-11-12,Positive,"GoTo Raih Dana Rp18,5 Triliun, IPO Bakal Pecah Rekor? https://t.co/SuKVSgJ04y",goto raih dana rp triliun ipo pecah rekor
2021-11-12,Positive,"Kepincut IPO, Apa yang Mau Dicapai GoTo? #uzoneID #startup #elektronik https://t.co/2t8nZtRm96",kepincut ipo dicapai goto
2021-11-12,Positive,"Jelang IPO, GoTo Kantongi Pendanaan Rp 18,5 Triliun https://t.co/mchBek0ovp",jelang ipo goto kantongi pendanaan rp triliun
2021-11-12,Positive,"Market Bites: Jelang IPO, GoTo Raih Kucuran Modal Rp 18,48 T https://t.co/LThaLmrscY",market bites jelang ipo goto raih kucuran modal rp
2021-11-12,Positive,Speechless 😭 anyway aku tunggu IPO untuk GoTo 🤩 ~~ https://t.co/i6le1Z56UY,speechless anyway tunggu ipo goto
2021-11-12,Positive,"Mau IPO, GoTo Sudah Kumpulkan Rp18,5 Triliun #uzoneID #startup #elektronik https://t.co/h2J46TCFgR",ipo goto kumpulkan rp triliun
2021-11-12,Negative,"GoTo fokus menumbuhkan jumlah pelanggan, perluasan jasa pembayaran dan penawaran layanan keuangan. @gojekindonesia #IPO #GoTo #Validnews https://t.co/idmKye0jKl",goto fokus menumbuhkan pelanggan perluasan jasa pembayaran penawaran layanan keuangan
2021-11-12,Negative,"GoTo Raih Pendanaan Senilai US$1,3 Miliar Jelang IPO https://t.co/otTDwetSGJ",goto raih pendanaan senilai us miliar jelang ipo
2021-11-12,Negative,"Menjelang IPO, GoTo Group mengamankan pendanaan US$ 1,3 miliar (Rp 18,5 triliun) dari investor.  Selengkapnya: 👇 #GoTo https://t.co/4PqAiHxZn8",menjelang ipo goto group mengamankan pendanaan us miliar rp triliun investor selengkapnya
2021-11-12,Positive,GOTO kayaknya mau ipo kalo acara indonesia kpop music award 2021 udah selesai. Wkwkw okeee,goto kayaknya ipo acara indonesia kpop music award selesai wkwkw okeee
2021-11-12,Negative,"GoTo Raup Investasi USD1,3 Miliar Sebelum IPO https://t.co/iJEyqFNgRo",goto raup investasi usd miliar ipo
2021-11-12,Positive,"The real sultan. Line up udah kaya serbuk berlian, trus ipo goto mau pecahin rekor juga... aaa online hug buat minto sayang @tokopedia 💜💜 https://t.co/mAkaUhTd86",the real sultan line up kaya serbuk berlian trus ipo goto pecahin rekor aaa online hug minto sayang
2021-11-11,Positive,"(Jelang IPO, GoTo Dapat Suntikan Rp 18,46 T) https://t.co/2QWa66p8H4  #shopee #racunshopee #ootd  Investor lainnya diharapkan untuk selanjutnya bergabung ke dalam putaran penggalangan dana pra-IPO menjelang penutupan akhir di beberapa... https://t.co/MAJCYbQIIu https://t.co/tzFtiyBkKW",jelang ipo goto suntikan rp investor diharapkan bergabung putaran penggalangan dana pra ipo menjelang penutupan
2021-11-11,Positive,wah looks like goto bentar lagi mau IPO... https://t.co/Wi6f5bJ0xU,looks like goto sebentar ipo
2021-11-11,Positive,"💰 Jelang IPO, GoTo Raih Dana $1,3Miliar https://t.co/2bFB6iN2cn",jelang ipo goto raih dana miliar
2021-11-11,Positive,Abis pra ipo goto dapet dana 18Triliyun makin makin gue liat2 wkwkwk,habis pra ipo goto dana triliyun wkwkwk
2021-11-11,Positive,"Jelang IPO, GoTo Dapat Suntikan Rp 18,46 T https://t.co/SeP8rt1loE",jelang ipo goto suntikan rp
2021-11-11,Positive,"Jelang IPO, GoTo Galang Dana US$1,3 Miliar dari Investor Luar Negeri https://t.co/8uOorQhzcw",jelang ipo goto galang dana us miliar investor negeri
2021-11-11,Positive,"GoTo sebut Berhasil Raih Rp 18,6 Triliun pada Penggalangan Dana Pra IPO https://t.co/P1KmCKU9V5",goto berhasil raih rp triliun penggalangan dana pra ipo
2021-11-11,Negative,"GoTo Kantongi Rp18,5 T dari Temasek, Google, Dkk Jelang IPO",goto kantongi rp temasek google dan kawan-kawan jelang ipo
2021-11-11,Negative,"GoTo Kantongi Rp18,5 T dari Temasek, Google, Dkk Jelang IPO https://t.co/fbrkSOEBn6",goto kantongi rp temasek google dan kawan-kawan jelang ipo
2021-11-10,Positive,"Dibayangi Sengketa Merek, Bagaimana Nasib Rencana IPO GoTo? https://t.co/aWT0zqFLbA",dibayangi sengketa merek nasib rencana ipo goto
2021-11-10,Positive,"Gugatan Merek GoTo, Pengamat: Bisa Pengaruhi Rencana IPO - https://t.co/IQsK7xeTXZ https://t.co/B7aAeZg7iG",gugatan merek goto pengamat pengaruhi rencana ipo
2021-11-10,Negative,"GoTo belum IPO udah kena tuntut aja, gue kek ""anjir mikir 2x nih jadinya"". Bener bener pengen invest ke saham yg IPO soalnya",goto ipo tuntut anjing mikir pengen invest saham ipo
2021-11-10,Negative,"Padahal satu2nya kepastian itu dari Tuhan. Bukalapak aja IPO nya gagal. Kalau ada yang bilang begini pasti entah dia disuruh jualan atau emang dapet....  Perusahaan Digital Magnet bagi Investor, Valuasi IPO GoTo USD40 Miliar Mudah Dicapai https://t.co/icqfXvwRbd via @medcom_id",kepastian tuhan bukalapak ipo gagal bilang disuruh jualan emang perusahaan digital magnet investor valuasi ipo goto usd miliar mudah dicapai via
2021-11-10,Positive,"Gugatan Merek GoTo, Pengamat: Bisa Pengaruhi Rencana IPO https://t.co/OzXtbxvKnk",gugatan merek goto pengamat pengaruhi rencana ipo
2021-11-09,Negative,Dua manajer investasi menjual saham Bukalapak https://t.co/FDZqobPBdl —&gt; goto juga mesti diwaspadai sih klo investor lama sdh harus keluar artinya IPO nya adlh upaya “cuci piring”.,manajer investasi menjual saham bukalapak goto mesti diwaspadai sih investor sdh ipo upaya cuci piring
2021-11-09,Positive,Fokus ke hashtagnya  Apakah mbak ini nungguin IPO GoTo? https://t.co/StBzBYi9hF,fokus hashtagnya mbak nungguin ipo goto
2021-11-08,Positive,"Bursa saham kian semarak dengan kehadiran unicorn. Setelah Bukalapak, investor kini menanti penjualan saham perdana (IPO) GoTo dan beberapa unicorn lain menyusul. Apa saja yang perlu dihapami investor? #AnalisisData https://t.co/H1pqbvsybU",bursa saham kian semarak kehadiran unicorn bukalapak investor penjualan saham perdana ipo goto unicorn menyusul dihapami investor
2021-11-08,Negative,"Bukan GoTo, Calon Emiten Teknologi Ini Mau IPO Bulan Depan https://t.co/kz6hAANukB",goto calon emiten teknologi ipo
2021-11-07,Negative,"BANSOS JILID I aja belum kelar, bakal ada BANSOS JILID II, hasil korupsi (sebagian kecil dibelikan saham $BUKA (Bukalapak)) ntar buat beli saham $GOTO (Gojek-Tokopedia). Ntar ditambah korupsi LAPTOP MERAH PUTIH https://t.co/DomzRouwHE",bansos jilid kelar bansos jilid ii hasil korupsi dibelikan saham buka bukalapak beli saham goto gojek tokopedia ditambah korupsi laptop merah putih
2021-11-06,Negative,"Gw bahkan ga perlu nunggu hasil roadshow pra IPO Gojek-Tokped, pasti valuasi harga lebih overpriced daripada Bukalapak. Ini kan merger e-commerce &amp; sharing new economy super apps.. Gofood itu udah profit beda dgn Buka",nunggu hasil roadshow pra ipo gojek tokped valuasi harga overpriced bukalapak merger commerce sharing new economy super apps gofood profit beda buka
2021-11-05,Negative,"gils terakhir skripsian cuma 6 sekarang udah 2x lipatnya, bukalapak udah ipo, goto nyusul tahun depan. ngeri juga startup ye https://t.co/bF3hFHCv5y",gils skripsian lipatnya bukalapak ipo goto nyusul tahun ngeri startup ye
2021-11-03,Positive,"Beli barang di Tokped kalo dapet cashback, langsung di convert ke GoPay Coins. Damn ini keren sih, bisa dipakai buat transaksi di app Gojek juga. Fix kalo GoTo IPO langsung investasi.",beli barang tokped cashback convert gopay coins damn keren sih dipakai transaksi app gojek fix goto ipo investasi
2021-11-03,Negative,"Bukalapak meraup Rp 21,9 triliun lewat IPO di BEI pada Agustus. Setidaknya ada tujuh startup yang bersiap menyusul, termasuk Gojek, Warung Pintar, dan Traveloka.  https://t.co/sO3CVDcgdI",bukalapak meraup rp triliun ipo bei agustus tujuh startup menyusul gojek warung pintar traveloka
2021-11-02,Positive,i wish unicorn like Gojek and Tokopedia masuk IPO,wish unicorn like gojek and tokopedia ipo
2021-11-02,Positive,Goto jadi ipo kagak sih?,goto ipo sih
2021-11-02,Positive,Starap yang mau IPO tea...  https://t.co/NoiI9Chx7r  Selamat merknya sudah terdaftar @tokopedia @gojekindonesia,starap ipo tea selamat merknya terdaftar
2021-11-01,Positive,Rencana IPO GoTo Berdampak Positif pada Pasar Modal  https://t.co/hrBYRPyjJ1 https://t.co/gkzzpvPgIB,rencana ipo goto berdampak positif pasar modal
2021-10-31,Positive,siapin cash dari sekarang buat $GOTO,siapin cash goto
2021-10-31,Positive,Semoga listing  $GOTO gak bernasib seperti ipo $BUKA https://t.co/sXr2laxmpn,semoga listing goto bernasib ipo buka
2021-10-30,Positive,"(DS Trending) Menjelang IPO, valuasi GoTo ditaksirkan capai Rp403 triliun. https://t.co/JHebsvrPPp",ds trend menjelang ipo valuasi goto ditaksirkan capai rp triliun
2021-10-29,Positive,Pagi hari di Weekend dibuka kabar baik... Rencana IPO GoTo berdampak positif pada pasar modal... @kurawa https://t.co/WNyneMh77K,pagi weekend dibuka kabar rencana ipo goto berdampak positif pasar modal
2021-10-29,Positive,GoTo Menuju IPO: Perbedaan IPO dan Listing serta Manfaatnya https://t.co/aJV3GuUFFk,goto ipo perbedaan ipo listing manfaatnya
2021-10-29,Positive,GoTo Menuju IPO: Perbedaan IPO dan Listing serta Manfaatnya https://t.co/MPjLSS0VwC,goto ipo perbedaan ipo listing manfaatnya
2021-10-28,Positive,GoTo kapan IPO sih,goto ipo sih
2021-10-27,Positive,Gojek berencana gencar ekspansi ke luar negeri. Decacorn ini juga menargetkan bisa IPO tahun depan.  https://t.co/z6kRV8RHeU,gojek berencana gencar ekspansi negeri decacorn menargetkan ipo tahun
2021-10-27,Positive,"Gojek Genjot Transaksi Sebelum IPO, Luncurkan Inovasi 3 Layanan https://t.co/ZyCiMxjnyc",gojek genjot transaksi ipo luncurkan inovasi layanan
2021-10-27,Positive,"Gojek meluncurkan sejumlah inovasi baru pada tiga lini bisnis utama yakni GoFood, taksi dan ojek online, serta logistik. Ini dilakukan saat decacorn itu berencana IPO tahun depan.  https://t.co/qSvo851oBM",gojek meluncurkan inovasi lini bisnis utama gofood taksi ojek online logistik decacorn berencana ipo tahun
